,distrito_origen,distrito_destino,hora_inicio,minuto_inicio_aprox,auto/transporte,num_coincidencias,lat_origen,lng_origen,lat_destino,lng_destino
6637,Escuadrón 201,Parque Cerro de la Estrella,10,0,transporte,1,19.3645868,-99.1092401,19.343926899999996,-99.0914995
6638,Escuadrón 201,Parque Cerro de la Estrella,14,0,transporte,1,19.3645868,-99.1092401,19.343926899999996,-99.0914995
6639,Escuadrón 201,Pedregal de Santo Domingo,4,45,auto,1,19.3645868,-99.1092401,19.3287038,-99.1649891
6640,Escuadrón 201,Pedregal de Santo Domingo,7,0,transporte,1,19.3645868,-99.1092401,19.3287038,-99.1649891
6641,Escuadrón 201,Pedregal de Santo Domingo,7,45,transporte,1,19.3645868,-99.1092401,19.3287038,-99.1649891
6642,Escuadrón 201,Pedregal de Santo Domingo,8,0,auto,1,19.3645868,-99.1092401,19.3287038,-99.1649891
6643,Escuadrón 201,Pedregal de Santo Domingo,8,0,transporte,1,19.3645868,-99.1092401,19.3287038,-99.1649891
6644,Escuadrón 201,Periférico Barrientos-Mundo E,13,45,transporte,1,19.3645868,-99.1092401,19.525119,-99.22834399999999
6645,Escuadrón 201,Portales,6,0,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6646,Escuadrón 201,Portales,6,15,transporte,2,19.3645868,-99.1092401,19.3692406,-99.1497664
6647,Escuadrón 201,Portales,6,30,auto,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6648,Escuadrón 201,Portales,6,30,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6649,Escuadrón 201,Portales,7,0,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6650,Escuadrón 201,Portales,8,0,auto,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6651,Escuadrón 201,Portales,8,0,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6652,Escuadrón 201,Portales,8,15,auto,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6653,Escuadrón 201,Portales,9,0,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6654,Escuadrón 201,Portales,9,30,auto,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6655,Escuadrón 201,Portales,11,15,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6656,Escuadrón 201,Portales,12,0,transporte,1,19.3645868,-99.1092401,19.3692406,-99.1497664
6657,Escuadrón 201,Portales,20,0,auto,2,19.3645868,-99.1092401,19.3692406,-99.1497664
6658,Escuadrón 201,Santa Cruz Meyehualco,8,0,transporte,2,19.3645868,-99.1092401,19.343280399999998,-99.040741
6659,Escuadrón 201,Santa Fe,6,0,auto,1,19.3645868,-99.1092401,19.386392800000003,-99.2255625
6660,Escuadrón 201,Santa Fe,7,0,auto,1,19.3645868,-99.1092401,19.386392800000003,-99.2255625
6661,Escuadrón 201,Santa Maria Xalpa,7,0,transporte,1,19.3645868,-99.1092401,19.3376664,-99.02382829999999
6662,Escuadrón 201,Santa Maria Xalpa,10,0,transporte,1,19.3645868,-99.1092401,19.3376664,-99.02382829999999
6663,Escuadrón 201,Santa Martha Acatitla,8,30,auto,1,19.3645868,-99.1092401,19.3615578,-99.00874859999999
6664,Escuadrón 201,Santa Martha Acatitla,9,0,auto,1,19.3645868,-99.1092401,19.3615578,-99.00874859999999
6665,Escuadrón 201,TAD San Juan Ixhuatepec,8,0,auto,2,19.3645868,-99.1092401,19.527982,-99.1141646
6666,Escuadrón 201,Tlatelolco,6,0,auto,2,19.3645868,-99.1092401,19.4523693,-99.1384147
6667,Escuadrón 201,Tlatelolco,9,30,auto,3,19.3645868,-99.1092401,19.4523693,-99.1384147
6668,Escuadrón 201,Tlatelolco,9,30,transporte,3,19.3645868,-99.1092401,19.4523693,-99.1384147
6669,Escuadrón 201,Tlatelolco,10,0,auto,4,19.3645868,-99.1092401,19.4523693,-99.1384147
6670,Escuadrón 201,Tlatelolco,12,0,transporte,1,19.3645868,-99.1092401,19.4523693,-99.1384147
6671,Escuadrón 201,Tlatelolco,14,30,transporte,2,19.3645868,-99.1092401,19.4523693,-99.1384147
6672,Escuadrón 201,Tlatelolco,15,0,auto,2,19.3645868,-99.1092401,19.4523693,-99.1384147
6673,Escuadrón 201,Tláhuac,13,0,transporte,1,19.3645868,-99.1092401,19.2990233,-99.04364670000001
6674,Escuadrón 201,UAM Iztapalapa,5,30,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6675,Escuadrón 201,UAM Iztapalapa,6,0,transporte,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6676,Escuadrón 201,UAM Iztapalapa,6,30,transporte,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6677,Escuadrón 201,UAM Iztapalapa,7,0,auto,2,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6678,Escuadrón 201,UAM Iztapalapa,7,0,transporte,2,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6679,Escuadrón 201,UAM Iztapalapa,7,30,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6680,Escuadrón 201,UAM Iztapalapa,7,30,transporte,3,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6681,Escuadrón 201,UAM Iztapalapa,7,45,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6682,Escuadrón 201,UAM Iztapalapa,8,0,transporte,4,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6683,Escuadrón 201,UAM Iztapalapa,8,15,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6684,Escuadrón 201,UAM Iztapalapa,9,0,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6685,Escuadrón 201,UAM Iztapalapa,9,0,transporte,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6686,Escuadrón 201,UAM Iztapalapa,9,30,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6687,Escuadrón 201,UAM Iztapalapa,9,45,auto,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6688,Escuadrón 201,UAM Iztapalapa,10,15,transporte,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6689,Escuadrón 201,UAM Iztapalapa,13,30,transporte,1,19.3645868,-99.1092401,19.3623565,-99.07285159999999
6690,Escuadrón 201,UPIICSA,5,15,transporte,1,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6691,Escuadrón 201,UPIICSA,5,30,transporte,1,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6692,Escuadrón 201,UPIICSA,6,0,transporte,1,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6693,Escuadrón 201,UPIICSA,7,0,auto,2,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6694,Escuadrón 201,UPIICSA,7,0,transporte,3,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6695,Escuadrón 201,UPIICSA,7,15,auto,1,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6696,Escuadrón 201,UPIICSA,7,15,transporte,1,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6697,Escuadrón 201,UPIICSA,8,0,transporte,3,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6698,Escuadrón 201,UPIICSA,13,0,transporte,1,19.3645868,-99.1092401,19.3959887,-99.09190190000001
6699,Escuadrón 201,Vertiz Narvarte,7,0,transporte,2,19.3645868,-99.1092401,19.3807458,-99.1553016
6700,Escuadrón 201,Vertiz Narvarte,8,0,auto,1,19.3645868,-99.1092401,19.3807458,-99.1553016
6701,Escuadrón 201,Vertiz Narvarte,8,30,transporte,2,19.3645868,-99.1092401,19.3807458,-99.1553016
6702,Escuadrón 201,Vertiz Narvarte,9,0,auto,1,19.3645868,-99.1092401,19.3807458,-99.1553016
6703,Escuadrón 201,Vertiz Narvarte,15,0,transporte,1,19.3645868,-99.1092401,19.3807458,-99.1553016
6704,Escuadrón 201,Villa Olimpica,6,45,transporte,1,19.3645868,-99.1092401,19.300075,-99.1870499
6705,Escuadrón 201,Villa Olimpica,7,30,transporte,2,19.3645868,-99.1092401,19.300075,-99.1870499
6706,Escuadrón 201,Villa Olimpica,8,0,auto,1,19.3645868,-99.1092401,19.300075,-99.1870499
6707,Escuadrón 201,Xotepingo,8,30,transporte,1,19.3645868,-99.1092401,19.329186,-99.1407725
6708,Escuadrón 201,Zaragoza,8,30,auto,2,19.3645868,-99.1092401,19.3952643,-99.0542312
6709,Escuadrón 201,Zaragoza,9,0,auto,1,19.3645868,-99.1092401,19.3952643,-99.0542312
6710,Escuadrón 201,Zonas Industriales Tlalnepantla,5,30,auto,1,19.3645868,-99.1092401,19.543358899999998,-99.2023662
6711,Escuadrón 201,Zonas Industriales Tlalnepantla,7,0,transporte,1,19.3645868,-99.1092401,19.543358899999998,-99.2023662
6712,Fracc Industrial Barrientos,Buenavista-Reforma,7,0,transporte,1,19.5757748,-99.2023662,19.4259383,-99.1937047
6713,Fracc Industrial Barrientos,CC Lomas Verdes-Cerro de Moctezuma,6,0,transporte,1,19.5757748,-99.2023662,19.495743700000002,-99.2470266
6714,Fracc Industrial Barrientos,CC Lomas Verdes-Cerro de Moctezuma,7,0,transporte,1,19.5757748,-99.2023662,19.495743700000002,-99.2470266
6715,Fracc Industrial Barrientos,CC Lomas Verdes-Cerro de Moctezuma,11,0,transporte,2,19.5757748,-99.2023662,19.495743700000002,-99.2470266
6716,Fracc Industrial Barrientos,Cd Satélite Poniente,6,30,transporte,2,19.5757748,-99.2023662,19.483143899999998,-99.2640554
6717,Fracc Industrial Barrientos,Cd Satélite Poniente,7,0,auto,2,19.5757748,-99.2023662,19.483143899999998,-99.2640554
6718,Fracc Industrial Barrientos,Cd Satélite Poniente,9,0,transporte,2,19.5757748,-99.2023662,19.483143899999998,-99.2640554
6719,Fracc Industrial Barrientos,Cd Satélite Poniente,14,0,transporte,1,19.5757748,-99.2023662,19.483143899999998,-99.2640554
6720,Fracc Industrial Barrientos,Centro Histórico,6,0,transporte,1,19.5757748,-99.2023662,19.4357068,-99.131757
6721,Fracc Industrial Barrientos,Centro Histórico,7,0,transporte,2,19.5757748,-99.2023662,19.4357068,-99.131757
6722,Fracc Industrial Barrientos,Centro Histórico,8,0,auto,1,19.5757748,-99.2023662,19.4357068,-99.131757
6723,Fracc Industrial Barrientos,Centro Histórico,9,0,transporte,2,19.5757748,-99.2023662,19.4357068,-99.131757
6724,Fracc Industrial Barrientos,Centro Histórico,10,0,transporte,1,19.5757748,-99.2023662,19.4357068,-99.131757
6725,Fracc Industrial Barrientos,Chapultepec-Polanco,6,0,auto,1,19.5757748,-99.2023662,19.4194815,-99.18945579999999
6726,Fracc Industrial Barrientos,Chapultepec-Polanco,6,0,transporte,2,19.5757748,-99.2023662,19.4194815,-99.18945579999999
6727,Fracc Industrial Barrientos,Chilpan-Buenavista Tultitlán,7,0,transporte,1,19.5757748,-99.2023662,19.615362,-99.1774462
6728,Fracc Industrial Barrientos,Chilpan-Buenavista Tultitlán,8,15,transporte,1,19.5757748,-99.2023662,19.615362,-99.1774462
6729,Fracc Industrial Barrientos,Chilpan-Buenavista Tultitlán,10,0,transporte,1,19.5757748,-99.2023662,19.615362,-99.1774462
6730,Fracc Industrial Barrientos,Coacalco -cabecera-,6,30,transporte,1,19.5757748,-99.2023662,19.6290831,-99.10434509999999
6731,Fracc Industrial Barrientos,Coacalco -cabecera-,7,0,transporte,2,19.5757748,-99.2023662,19.6290831,-99.10434509999999
6732,Fracc Industrial Barrientos,Condados de Atizapán-México Nuevo,6,15,transporte,1,19.5757748,-99.2023662,19.565209699999997,-99.2646998
6733,Fracc Industrial Barrientos,Condados de Atizapán-México Nuevo,10,30,auto,1,19.5757748,-99.2023662,19.565209699999997,-99.2646998
6734,Fracc Industrial Barrientos,Condados de Atizapán-México Nuevo,11,0,transporte,1,19.5757748,-99.2023662,19.565209699999997,-99.2646998
6735,Fracc Industrial Barrientos,Cuajimalpa,5,0,auto,1,19.5757748,-99.2023662,19.3631419,-99.2880597
6736,Fracc Industrial Barrientos,Cuajimalpa,11,0,auto,1,19.5757748,-99.2023662,19.3631419,-99.2880597
6737,Fracc Industrial Barrientos,Del Valle,8,0,transporte,1,19.5757748,-99.2023662,19.3817299,-99.1649891
6738,Fracc Industrial Barrientos,Del Valle,9,0,auto,1,19.5757748,-99.2023662,19.3817299,-99.1649891
6739,Fracc Industrial Barrientos,El Rosario,5,0,transporte,2,19.5757748,-99.2023662,19.5094012,-99.2037508
6740,Fracc Industrial Barrientos,El Rosario,6,0,transporte,4,19.5757748,-99.2023662,19.5094012,-99.2037508
6741,Fracc Industrial Barrientos,El Rosario,8,30,transporte,1,19.5757748,-99.2023662,19.5094012,-99.2037508
6742,Fracc Industrial Barrientos,El Rosario,12,0,transporte,1,19.5757748,-99.2023662,19.5094012,-99.2037508
6743,Fracc Industrial Barrientos,El Rosario,14,0,transporte,1,19.5757748,-99.2023662,19.5094012,-99.2037508
6744,Fracc Industrial Barrientos,Emiliano Zapata-Lomas de San Miguel,7,0,transporte,2,19.5757748,-99.2023662,19.5946997,-99.23560479999999
6745,Fracc Industrial Barrientos,Fracc Industrial Naucalpan Poniente,6,15,auto,1,19.5757748,-99.2023662,19.4486578,-99.2423309
6746,Fracc Industrial Barrientos,Fracc Industrial Naucalpan Poniente,7,0,auto,1,19.5757748,-99.2023662,19.4486578,-99.2423309
6747,Fracc Industrial Barrientos,Fracc Industrial Naucalpan Poniente,8,0,transporte,1,19.5757748,-99.2023662,19.4486578,-99.2423309
6748,Fracc Industrial Barrientos,Fracc Industrial Naucalpan Poniente,14,0,transporte,1,19.5757748,-99.2023662,19.4486578,-99.2423309
6749,Fracc Industrial Barrientos,Guadalupe Victoria-Recursos Hidráulicos,6,0,transporte,4,19.5757748,-99.2023662,19.6196438,-99.04539190000001
6750,Fracc Industrial Barrientos,Industrial Cuamatla-San Francisco Tepojaco,7,0,transporte,1,19.5757748,-99.2023662,19.662931600000004,-99.19821230000001
6751,Fracc Industrial Barrientos,Industrial Cuamatla-San Francisco Tepojaco,13,30,transporte,3,19.5757748,-99.2023662,19.662931600000004,-99.19821230000001
6752,Fracc Industrial Barrientos,Industrial Sin Nombre-Buenavista 2a Secc,6,0,transporte,2,19.5757748,-99.2023662,19.4458754,-99.15047340000001
6753,Fracc Industrial Barrientos,Industrial Sin Nombre-Buenavista 2a Secc,7,0,transporte,1,19.5757748,-99.2023662,19.4458754,-99.15047340000001
6754,Fracc Industrial Barrientos,Industrial Sin Nombre-Buenavista 2a Secc,9,0,auto,1,19.5757748,-99.2023662,19.4458754,-99.15047340000001
6755,Fracc Industrial Barrientos,Industrial Sin Nombre-Buenavista 2a Secc,16,0,auto,2,19.5757748,-99.2023662,19.4458754,-99.15047340000001
6756,Fracc Industrial Barrientos,Industrial Tres Ríos-INFONAVIT Norte,5,45,transporte,1,19.5757748,-99.2023662,19.695335699999998,-99.204652
6757,Fracc Industrial Barrientos,Industrial Tres Ríos-INFONAVIT Norte,8,45,transporte,1,19.5757748,-99.2023662,19.695335699999998,-99.204652
6758,Fracc Industrial Barrientos,Industrial Tres Ríos-INFONAVIT Norte,15,0,auto,1,19.5757748,-99.2023662,19.695335699999998,-99.204652
6759,Fracc Industrial Barrientos,Industrial Vallejo,5,0,auto,1,19.5757748,-99.2023662,19.4936933,-99.1649891
6760,Fracc Industrial Barrientos,Industrial Vallejo,5,0,transporte,1,19.5757748,-99.2023662,19.4936933,-99.1649891
6761,Fracc Industrial Barrientos,Industrial Vallejo,6,0,transporte,3,19.5757748,-99.2023662,19.4936933,-99.1649891
6762,Fracc Industrial Barrientos,Industrial Vallejo,6,30,transporte,1,19.5757748,-99.2023662,19.4936933,-99.1649891
6763,Fracc Industrial Barrientos,Industrial Vallejo,7,0,auto,4,19.5757748,-99.2023662,19.4936933,-99.1649891
6764,Fracc Industrial Barrientos,Industrial Vallejo,7,0,transporte,4,19.5757748,-99.2023662,19.4936933,-99.1649891
6765,Fracc Industrial Barrientos,Industrial Vallejo,7,30,transporte,2,19.5757748,-99.2023662,19.4936933,-99.1649891
6766,Fracc Industrial Barrientos,Industrial Vallejo,9,0,auto,2,19.5757748,-99.2023662,19.4936933,-99.1649891
6767,Fracc Industrial Barrientos,Industrial Vallejo,18,0,transporte,1,19.5757748,-99.2023662,19.4936933,-99.1649891
6768,Fracc Industrial Barrientos,La Villa,8,0,transporte,1,19.5757748,-99.2023662,19.4838854,-99.1135903
6769,Fracc Industrial Barrientos,Lázaro Cardenas-Lomas de Tepeolulco,8,0,transporte,2,19.5757748,-99.2023662,19.5516468,-99.0972012
6770,Fracc Industrial Barrientos,Moctezuma,9,0,transporte,1,19.5757748,-99.2023662,19.4251865,-99.0653158
6771,Fracc Industrial Barrientos,Nueva Industrial Vallejo,6,0,transporte,3,19.5757748,-99.2023662,19.5105328,-99.152534
6772,Fracc Industrial Barrientos,Nueva Industrial Vallejo,7,0,transporte,1,19.5757748,-99.2023662,19.5105328,-99.152534
6773,Fracc Industrial Barrientos,Nueva Industrial Vallejo,7,30,transporte,2,19.5757748,-99.2023662,19.5105328,-99.152534
6774,Fracc Industrial Barrientos,Nueva Industrial Vallejo,8,0,transporte,1,19.5757748,-99.2023662,19.5105328,-99.152534
6775,Fracc Industrial Barrientos,Obrera,6,0,auto,1,19.5757748,-99.2023662,19.4154641,-99.13864559999999
6776,Fracc Industrial Barrientos,Obrera,7,30,transporte,1,19.5757748,-99.2023662,19.4154641,-99.13864559999999
6777,Fracc Industrial Barrientos,Obrera,10,0,transporte,1,19.5757748,-99.2023662,19.4154641,-99.13864559999999
6778,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,6,30,transporte,2,19.5757748,-99.2023662,19.525119,-99.22834399999999
6779,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,7,0,transporte,5,19.5757748,-99.2023662,19.525119,-99.22834399999999
6780,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,7,15,transporte,1,19.5757748,-99.2023662,19.525119,-99.22834399999999
6781,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,8,0,auto,1,19.5757748,-99.2023662,19.525119,-99.22834399999999
6782,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,8,0,transporte,1,19.5757748,-99.2023662,19.525119,-99.22834399999999
6783,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,9,0,transporte,1,19.5757748,-99.2023662,19.525119,-99.22834399999999
6784,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,15,0,transporte,2,19.5757748,-99.2023662,19.525119,-99.22834399999999
6785,Fracc Industrial Barrientos,Periférico Barrientos-Mundo E,16,30,transporte,1,19.5757748,-99.2023662,19.525119,-99.22834399999999
6786,Fracc Industrial Barrientos,Potrero-La Laguna,11,0,transporte,1,19.5757748,-99.2023662,19.6476579,-99.078535
6787,Fracc Industrial Barrientos,Reclusorio Norte,5,30,transporte,1,19.5757748,-99.2023662,19.5461782,-99.146999
6788,Fracc Industrial Barrientos,Reclusorio Norte,7,0,transporte,1,19.5757748,-99.2023662,19.5461782,-99.146999
6789,Fracc Industrial Barrientos,San Martín Obispo,5,45,transporte,1,19.5757748,-99.2023662,19.4987197,-99.19172309999999
6790,Fracc Industrial Barrientos,San Martín Obispo,6,0,auto,1,19.5757748,-99.2023662,19.4987197,-99.19172309999999
6791,Fracc Industrial Barrientos,San Martín Obispo,6,0,transporte,1,19.5757748,-99.2023662,19.4987197,-99.19172309999999
6792,Fracc Industrial Barrientos,San Martín Obispo,6,30,transporte,1,19.5757748,-99.2023662,19.4987197,-99.19172309999999
6793,Fracc Industrial Barrientos,San Martín Obispo,7,0,auto,1,19.5757748,-99.2023662,19.4987197,-99.19172309999999
6794,Fracc Industrial Barrientos,San Martín Obispo,8,0,transporte,2,19.5757748,-99.2023662,19.4987197,-99.19172309999999
6795,Fracc Industrial Barrientos,Tezozomoc,6,0,transporte,2,19.5757748,-99.2023662,19.489829399999998,-99.19752
6796,Fracc Industrial Barrientos,Tlatelolco,11,0,transporte,1,19.5757748,-99.2023662,19.4523693,-99.1384147
6797,Fracc Industrial Barrientos,U.H. Adolfo López Mateos-Cental de Abastos Atizapán,14,0,transporte,1,19.5757748,-99.2023662,19.5685117,-99.25242220000001
6798,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,5,0,transporte,2,19.5757748,-99.2023662,19.5481373,-99.1809068
6799,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,6,0,transporte,5,19.5757748,-99.2023662,19.5481373,-99.1809068
6800,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,6,45,auto,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6801,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,7,0,auto,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6802,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,7,15,auto,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6803,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,8,0,transporte,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6804,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,9,0,transporte,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6805,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,10,0,transporte,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6806,Fracc Industrial Barrientos,Zona Industrial Tabla Honda y San Pablo Xalpa,13,45,transporte,1,19.5757748,-99.2023662,19.5481373,-99.1809068
6807,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,5,0,auto,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6808,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,5,0,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6809,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,5,30,auto,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6810,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,5,30,transporte,7,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6811,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,0,auto,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6812,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,0,transporte,15,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6813,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,15,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6814,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,30,auto,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6815,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,30,transporte,6,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6816,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,45,auto,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6817,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,6,45,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6818,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,7,0,auto,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6819,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,7,0,transporte,11,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6820,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,7,15,transporte,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6821,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,7,30,transporte,3,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6822,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,8,0,auto,4,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6823,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,8,0,transporte,10,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6824,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,8,15,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6825,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,8,30,auto,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6826,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,8,30,transporte,11,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6827,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,9,0,auto,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6828,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,9,0,transporte,5,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6829,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,9,30,transporte,4,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6830,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,10,0,transporte,5,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6831,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,10,30,transporte,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6832,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,11,0,auto,2,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6833,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,11,0,transporte,4,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6834,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,13,0,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6835,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,13,30,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6836,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,13,45,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6837,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,16,30,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6838,Fracc Industrial Barrientos,Zonas Industriales Tlalnepantla,22,0,transporte,1,19.5757748,-99.2023662,19.543358899999998,-99.2023662
6839,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,6,0,transporte,1,19.4486578,-99.2423309,19.4259383,-99.1937047
6840,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,7,0,transporte,2,19.4486578,-99.2423309,19.4259383,-99.1937047
6841,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,7,30,auto,1,19.4486578,-99.2423309,19.4259383,-99.1937047
6842,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,7,30,transporte,1,19.4486578,-99.2423309,19.4259383,-99.1937047
6843,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,8,0,transporte,1,19.4486578,-99.2423309,19.4259383,-99.1937047
6844,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,9,0,auto,1,19.4486578,-99.2423309,19.4259383,-99.1937047
6845,Fracc Industrial Naucalpan Poniente,Buenavista-Reforma,9,0,transporte,1,19.4486578,-99.2423309,19.4259383,-99.1937047
6846,Fracc Industrial Naucalpan Poniente,CC Lomas Verdes-Cerro de Moctezuma,6,0,transporte,1,19.4486578,-99.2423309,19.495743700000002,-99.2470266
6847,Fracc Industrial Naucalpan Poniente,CC Lomas Verdes-Cerro de Moctezuma,8,0,transporte,1,19.4486578,-99.2423309,19.495743700000002,-99.2470266
6848,Fracc Industrial Naucalpan Poniente,CC Lomas Verdes-Cerro de Moctezuma,9,0,transporte,1,19.4486578,-99.2423309,19.495743700000002,-99.2470266
6849,Fracc Industrial Naucalpan Poniente,CC Lomas Verdes-Cerro de Moctezuma,13,0,transporte,1,19.4486578,-99.2423309,19.495743700000002,-99.2470266
